customerid,age,gender,frequencyofpurchases,purchaseamount,interactiontype,subscriptionstatus,promocodeused,previouspurchases,timestamp
1868,45,Male,Quarterly,52,like,No,No,20,2023-06-24
1869,23,Male,Fortnightly,58,like,No,No,44,2023-06-25
1870,18,Male,Every 3 Months,77,purchase,No,No,16,2023-06-26
1871,43,Male,Fortnightly,99,view,No,No,27,2023-06-27
1872,56,Male,Every 3 Months,96,like,No,No,14,2023-06-28
1873,43,Male,Monthly,64,purchase,No,No,24,2023-06-29
1874,64,Male,Weekly,44,purchase,No,No,49,2023-06-30
1875,67,Male,Weekly,33,view,No,No,14,2023-07-01
1876,63,Male,Quarterly,71,like,No,No,6,2023-07-02
1877,54,Male,Quarterly,36,view,No,No,20,2023-07-03
1878,69,Male,Annually,62,like,No,No,3,2023-07-04
1879,34,Male,Monthly,29,like,No,No,5,2023-07-05
1880,56,Male,Bi-Weekly,33,purchase,No,No,46,2023-07-06
1881,34,Male,Monthly,33,view,No,No,8,2023-07-07
1882,58,Male,Bi-Weekly,41,like,No,No,13,2023-07-08
1883,44,Male,Quarterly,54,purchase,No,No,25,2023-07-09
1884,25,Male,Fortnightly,58,purchase,No,No,39,2023-07-10
1885,27,Male,Bi-Weekly,30,view,No,No,15,2023-07-11
1886,26,Male,Monthly,53,like,No,No,35,2023-07-12
1887,18,Male,Bi-Weekly,91,view,No,No,46,2023-07-13
1888,64,Male,Monthly,44,like,No,No,3,2023-10-10
1889,62,Male,Weekly,89,like,No,No,48,2023-10-11
1890,59,Male,Weekly,57,purchase,No,No,27,2023-10-12
1891,36,Male,Weekly,57,view,No,No,5,2023-10-13
1892,69,Male,Quarterly,74,like,No,No,48,2023-10-14
1893,39,Male,Weekly,30,purchase,No,No,12,2023-10-15
1894,28,Male,Fortnightly,20,purchase,No,No,10,2023-10-16
1895,42,Male,Bi-Weekly,90,view,No,No,48,2023-10-17
1896,31,Male,Monthly,61,like,No,No,3,2023-10-18
1897,57,Male,Monthly,51,view,No,No,19,2023-10-19
1898,53,Male,Fortnightly,97,like,No,No,11,2023-10-20
1899,59,Male,Monthly,97,like,No,No,25,2023-10-21
1900,32,Male,Weekly,40,purchase,No,No,42,2023-10-22
1901,65,Male,Quarterly,85,view,No,No,34,2023-10-23
1902,56,Male,Quarterly,76,like,No,No,50,2023-10-24
1903,31,Male,Monthly,22,purchase,No,No,21,2023-10-25
1904,59,Male,Weekly,63,purchase,No,No,37,2023-10-26
1905,22,Male,Monthly,71,view,No,No,46,2023-10-27
1906,47,Male,Fortnightly,35,like,No,No,14,2023-10-28
1907,23,Male,Fortnightly,30,view,No,No,24,2023-10-29
1908,69,Male,Every 3 Months,74,like,No,No,36,2023-10-30
1909,18,Male,Bi-Weekly,71,like,No,No,19,2023-10-31
1910,50,Male,Monthly,84,purchase,No,No,12,2023-11-01
1911,29,Male,Quarterly,38,view,No,No,13,2023-11-02
1912,65,Male,Bi-Weekly,81,like,No,No,32,2023-11-03
1913,29,Male,Bi-Weekly,56,purchase,No,No,5,2023-11-04
1914,49,Male,Annually,48,like,No,No,29,2023-11-05
1915,28,Male,Fortnightly,97,like,No,No,40,2023-11-06
1916,51,Male,Weekly,74,purchase,No,No,44,2023-11-07
1917,26,Male,Bi-Weekly,50,view,No,No,3,2023-11-08
1918,38,Male,Bi-Weekly,71,like,No,No,35,2023-11-09
1919,35,Male,Monthly,33,view,No,No,33,2023-11-10
1920,34,Male,Bi-Weekly,56,like,No,No,20,2023-11-11
1921,51,Male,Every 3 Months,84,like,No,No,40,2023-11-12
1922,47,Male,Annually,36,purchase,No,No,13,2023-11-13
1923,18,Male,Monthly,63,view,No,No,9,2023-11-14
1924,64,Male,Annually,36,like,No,No,7,2023-11-15
1925,30,Male,Quarterly,63,purchase,No,No,42,2023-11-16
1926,59,Male,Fortnightly,32,purchase,No,No,44,2023-11-17
1927,66,Male,Annually,93,view,No,No,6,2023-11-18
1928,40,Male,Every 3 Months,29,like,No,No,8,2023-11-19
1929,25,Male,Weekly,92,view,No,No,10,2023-11-20
1930,59,Male,Quarterly,33,like,No,No,46,2023-11-21
1931,66,Male,Weekly,52,purchase,No,No,26,2023-11-22
1932,54,Male,Every 3 Months,42,view,No,No,6,2023-11-23
1933,42,Male,Every 3 Months,36,like,No,No,47,2023-11-24
1934,48,Male,Annually,67,view,No,No,28,2023-11-25
1935,34,Male,Annually,43,like,No,No,23,2023-11-26
1936,19,Male,Fortnightly,68,like,No,No,45,2023-11-27
1937,70,Male,Every 3 Months,60,purchase,No,No,44,2023-11-28
1938,43,Male,Monthly,53,view,No,No,11,2023-11-29
1939,46,Male,Bi-Weekly,23,like,No,No,39,2023-11-30
1940,66,Male,Every 3 Months,57,purchase,No,No,20,2023-12-01
1941,50,Male,Fortnightly,89,purchase,No,No,48,2023-12-02
1942,55,Male,Quarterly,99,view,No,No,46,2023-12-03
1943,63,Male,Monthly,28,like,No,No,22,2023-12-04
1944,32,Male,Annually,53,view,No,No,45,2023-12-05
1945,30,Male,Every 3 Months,45,like,No,No,49,2023-12-06
1946,35,Male,Every 3 Months,38,like,No,No,9,2023-12-07
1947,59,Male,Quarterly,49,purchase,No,No,41,2023-12-08
1948,59,Male,Monthly,32,view,No,No,2,2023-12-09
1949,54,Male,Bi-Weekly,37,like,No,No,39,2023-12-10
1950,63,Male,Quarterly,80,purchase,No,No,12,2023-12-11
1951,43,Male,Every 3 Months,78,purchase,No,No,26,2023-12-12
1952,33,Male,Bi-Weekly,53,view,No,No,32,2023-12-13
1953,57,Male,Bi-Weekly,82,like,No,No,50,2023-12-14
1954,25,Male,Fortnightly,33,view,No,No,3,2023-12-15
1955,26,Male,Quarterly,77,like,No,No,3,2023-12-16
1956,50,Male,Monthly,56,purchase,No,No,37,2023-12-17
1957,70,Male,Fortnightly,37,view,No,No,20,2023-12-18
1958,68,Male,Bi-Weekly,54,like,No,No,26,2023-12-19
1959,39,Male,Quarterly,67,view,No,No,47,2023-12-20
1960,46,Male,Every 3 Months,90,like,No,No,7,2023-12-21
1961,57,Male,Annually,72,like,No,No,40,2023-12-22
1962,47,Male,Quarterly,59,purchase,No,No,45,2023-12-23
1963,40,Male,Fortnightly,45,view,No,No,20,2023-12-24
1964,52,Male,Weekly,30,like,No,No,11,2023-12-25
1965,40,Male,Monthly,51,purchase,No,No,50,2023-12-26
1966,67,Male,Quarterly,90,purchase,No,No,25,2023-12-27
1967,67,Male,Fortnightly,95,view,No,No,5,2023-12-28
1968,37,Male,Annually,81,like,No,No,4,2023-01-01
1969,67,Male,Weekly,70,view,No,No,25,2022-12-28
1970,64,Male,Fortnightly,32,like,No,No,11,2022-12-29
1971,28,Male,Bi-Weekly,94,like,No,No,4,2022-12-30
1972,54,Male,Monthly,29,purchase,No,No,1,2022-12-31
1973,54,Male,Every 3 Months,31,view,No,No,48,2023-01-01
1974,24,Male,Every 3 Months,20,like,No,No,9,2023-01-02
1975,27,Male,Fortnightly,44,purchase,No,No,2,2023-01-03
1976,53,Male,Quarterly,77,purchase,No,No,4,2023-01-04
1977,32,Male,Fortnightly,51,purchase,No,No,43,2023-01-05
1978,24,Male,Annually,49,view,No,No,32,2023-01-06
1979,45,Male,Quarterly,78,like,No,No,1,2023-01-07
1980,49,Male,Fortnightly,98,view,No,No,38,2023-01-08
1981,51,Male,Fortnightly,94,like,No,No,25,2023-01-09
1982,69,Male,Quarterly,91,like,No,No,42,2023-01-10
1983,41,Male,Monthly,77,purchase,No,No,32,2023-01-11
1984,59,Male,Quarterly,97,view,No,No,21,2023-01-12
1985,26,Male,Fortnightly,58,like,No,No,26,2023-01-13
1986,23,Male,Fortnightly,97,purchase,No,No,6,2023-01-14
1987,62,Male,Quarterly,48,purchase,No,No,14,2023-01-15
1988,69,Male,Quarterly,23,purchase,No,No,4,2023-01-16
1989,46,Male,Weekly,79,view,No,No,26,2023-01-17
1990,35,Male,Bi-Weekly,42,like,No,No,39,2023-01-18
1991,32,Male,Annually,95,view,No,No,15,2023-01-19
1992,46,Male,Every 3 Months,29,like,No,No,1,2023-01-20
1993,33,Male,Monthly,98,like,No,No,28,2023-01-21
1994,32,Male,Weekly,96,purchase,No,No,17,2023-01-22
1995,33,Male,Weekly,66,view,No,No,24,2023-01-23
1996,67,Male,Quarterly,80,like,No,No,29,2023-01-24
1997,67,Male,Every 3 Months,27,purchase,No,No,18,2023-10-10
1998,42,Male,Bi-Weekly,25,purchase,No,No,10,2023-10-11
1999,20,Male,Quarterly,45,view,No,No,19,2023-10-12
2000,39,Male,Monthly,89,like,No,No,26,2023-10-13
2001,26,Male,Bi-Weekly,27,view,No,No,25,2023-10-14
2002,51,Male,Fortnightly,90,like,No,No,2,2023-10-15
2003,31,Male,Every 3 Months,65,like,No,No,19,2023-10-16
2004,68,Male,Quarterly,72,purchase,No,No,32,2023-10-17
2005,44,Male,Bi-Weekly,70,view,No,No,13,2023-10-18
2006,18,Male,Fortnightly,82,like,No,No,30,2023-10-19
2007,58,Male,Annually,97,purchase,No,No,2,2023-10-20
2008,26,Male,Quarterly,25,purchase,No,No,8,2023-10-21
2009,57,Male,Every 3 Months,48,view,No,No,27,2023-10-22
2010,37,Male,Bi-Weekly,99,like,No,No,26,2023-10-23
2011,24,Male,Bi-Weekly,21,view,No,No,3,2023-10-24
2012,57,Male,Monthly,94,like,No,No,4,2023-10-25
2013,48,Male,Fortnightly,53,like,No,No,5,2023-10-26
2014,39,Male,Quarterly,70,purchase,No,No,25,2023-10-27
2015,51,Male,Bi-Weekly,26,view,No,No,47,2023-10-28
2016,57,Male,Fortnightly,82,like,No,No,8,2023-10-29
2017,53,Male,Fortnightly,47,view,No,No,20,2023-10-30
2018,70,Male,Every 3 Months,32,like,No,No,42,2023-10-31
2019,60,Male,Weekly,97,like,No,No,20,2023-11-01
2020,31,Male,Fortnightly,68,purchase,No,No,23,2023-11-02
2021,41,Male,Quarterly,23,view,No,No,26,2023-11-03
2022,62,Male,Quarterly,33,like,No,No,48,2023-11-04
2023,59,Male,Bi-Weekly,38,purchase,No,No,16,2023-11-05
2024,46,Male,Bi-Weekly,68,purchase,No,No,28,2023-11-06
2025,62,Male,Weekly,23,purchase,No,No,39,2023-11-07
2026,42,Male,Fortnightly,29,view,No,No,43,2023-11-08
2027,37,Male,Every 3 Months,35,like,No,No,45,2023-11-09
2028,50,Male,Every 3 Months,73,view,No,No,50,2023-11-10
2029,29,Male,Bi-Weekly,84,like,No,No,10,2023-11-11
2030,25,Male,Quarterly,23,like,No,No,40,2023-11-12
2031,66,Male,Monthly,67,purchase,No,No,38,2023-11-13
2032,21,Male,Monthly,51,view,No,No,2,2023-11-14
2033,46,Male,Annually,36,like,No,No,13,2023-11-15
2034,57,Male,Annually,55,purchase,No,No,33,2023-11-16
2035,61,Male,Monthly,30,purchase,No,No,27,2023-11-17
2036,53,Male,Weekly,70,view,No,No,43,2023-11-18
2037,37,Male,Weekly,63,like,No,No,46,2023-11-19
2038,39,Male,Bi-Weekly,87,view,No,No,7,2023-11-20
2039,53,Male,Fortnightly,70,like,No,No,35,2023-11-21
2040,35,Male,Bi-Weekly,51,like,No,No,31,2023-11-22
2041,69,Male,Quarterly,25,purchase,No,No,42,2023-11-23
2042,66,Male,Bi-Weekly,32,view,No,No,14,2023-11-24
2043,19,Male,Monthly,52,like,No,No,35,2023-11-25
2044,47,Male,Weekly,33,purchase,No,No,49,2023-11-26
2045,49,Male,Fortnightly,68,purchase,No,No,17,2023-11-27
2046,31,Male,Quarterly,20,view,No,No,26,2023-11-28
2047,39,Male,Every 3 Months,32,like,No,No,30,2023-11-29
2048,58,Male,Annually,82,view,No,No,32,2023-11-30
2049,45,Male,Quarterly,64,like,No,No,35,2023-12-01
2050,68,Male,Annually,24,like,No,No,15,2023-12-02
2051,35,Male,Annually,96,purchase,No,No,10,2023-12-03
2052,65,Male,Monthly,94,view,No,No,14,2023-12-04
2053,45,Male,Annually,48,like,No,No,30,2023-12-05
2054,19,Male,Fortnightly,60,purchase,No,No,16,2023-12-06
2055,65,Male,Annually,56,purchase,No,No,14,2023-12-07
2056,28,Male,Weekly,33,view,No,No,28,2023-12-08
2057,55,Male,Monthly,46,like,No,No,29,2023-12-09
2058,66,Male,Every 3 Months,37,view,No,No,5,2023-12-10
2059,29,Male,Quarterly,98,like,No,No,17,2023-12-11
2060,56,Male,Weekly,50,like,No,No,50,2023-12-12
2061,21,Male,Quarterly,63,purchase,No,No,23,2023-12-13
2062,32,Male,Annually,70,view,No,No,22,2023-12-14
2063,54,Male,Quarterly,63,like,No,No,15,2023-12-15
2064,61,Male,Monthly,86,purchase,No,No,32,2023-12-16
2065,31,Male,Monthly,99,purchase,No,No,5,2023-12-17
2066,27,Male,Bi-Weekly,40,view,No,No,6,2023-12-18
2067,64,Male,Fortnightly,92,like,No,No,44,2023-12-19
2068,60,Male,Fortnightly,21,view,No,No,23,2023-12-20
2069,70,Male,Monthly,81,like,No,No,44,2023-12-21
2070,36,Male,Quarterly,82,like,No,No,3,2023-12-22
2071,56,Male,Monthly,88,purchase,No,No,14,2023-12-23
2072,69,Male,Quarterly,100,view,No,No,37,2023-12-24
2073,39,Male,Weekly,66,like,No,No,22,2023-12-25
2074,38,Male,Every 3 Months,25,purchase,No,No,2,2023-12-26
2075,36,Male,Fortnightly,53,purchase,No,No,44,2023-12-27
2076,46,Male,Monthly,28,view,No,No,49,2023-12-28
2077,59,Male,Bi-Weekly,23,like,No,No,22,2023-01-01
2078,64,Male,Annually,34,view,No,No,26,2022-12-28
2079,49,Male,Weekly,42,like,No,No,40,2022-12-29
2080,32,Male,Quarterly,24,like,No,No,16,2022-12-30
2081,29,Male,Bi-Weekly,47,purchase,No,No,17,2022-12-31
2082,24,Male,Bi-Weekly,78,view,No,No,48,2023-01-01
2083,41,Male,Every 3 Months,89,like,No,No,28,2023-01-02
2084,41,Male,Fortnightly,59,purchase,No,No,26,2023-01-03
2085,32,Male,Quarterly,94,Unk,No,No,43,N
2086,69,Male,Weekly,49,purchase,No,No,38,2023-01-05
2087,65,Male,Every 3 Months,89,view,No,No,36,2023-01-06
2088,54,Male,Weekly,91,like,No,No,1,2023-01-07
2089,39,Male,Annually,89,view,No,No,49,2023-01-08
2090,37,Male,Every 3 Months,57,like,No,No,41,2023-01-09
2091,51,Male,Monthly,71,like,No,No,21,2023-01-10
2092,26,Male,Quarterly,97,purchase,No,No,24,2023-01-11
2093,42,Male,Weekly,45,view,No,No,27,2023-01-12
2094,21,Male,Annually,91,like,No,No,4,2023-01-13
2095,53,Male,Annually,25,purchase,No,No,19,2023-01-14
2096,36,Male,Fortnightly,63,purchase,No,No,1,2023-01-15
2097,21,Male,Annually,52,view,No,No,27,2023-01-16
2098,33,Male,Weekly,43,like,No,No,5,2023-01-17
2099,49,Male,Quarterly,28,view,No,No,20,2023-01-18
2100,31,Male,Annually,78,like,No,No,50,2023-01-19
2101,68,Male,Fortnightly,31,like,No,No,36,2023-01-20
2102,49,Male,Bi-Weekly,23,purchase,No,No,12,2023-01-21
2103,23,Male,Monthly,25,view,No,No,23,2023-01-22
2104,30,Male,Weekly,86,like,No,No,21,2023-01-23
2105,53,Male,Weekly,88,purchase,No,No,47,2023-01-24
2106,65,Male,Bi-Weekly,35,purchase,No,No,38,2023-01-25
2107,60,Male,Every 3 Months,34,view,No,No,40,2023-01-26
2108,46,Male,Quarterly,75,like,No,No,35,2023-01-27
2109,54,Male,Quarterly,46,view,No,No,4,2023-01-28
2110,59,Male,Every 3 Months,31,like,No,No,28,2023-01-29
2111,52,Male,Every 3 Months,93,like,No,No,36,2023-01-30
2112,41,Male,Annually,85,purchase,No,No,15,2023-01-31
2113,43,Male,Fortnightly,68,view,No,No,7,2023-02-01
2114,63,Male,Every 3 Months,40,like,No,No,29,2023-02-02
2115,37,Male,Annually,51,purchase,No,No,12,2023-02-03
2116,44,Male,Bi-Weekly,85,purchase,No,No,16,2023-02-04
2117,67,Male,Bi-Weekly,23,view,No,No,50,2023-02-05
2118,27,Male,Annually,28,like,No,No,11,2023-02-06
2119,60,Male,Quarterly,44,view,No,No,28,2023-02-07
2120,58,Male,Bi-Weekly,57,like,No,No,36,2023-02-08
2121,53,Male,Quarterly,98,like,No,No,38,2023-02-09
2122,43,Male,Monthly,68,purchase,No,No,32,2023-02-10
2123,32,Male,Weekly,36,view,No,No,42,2023-02-11
2124,54,Male,Bi-Weekly,71,like,No,No,22,2023-02-12
2125,47,Male,Quarterly,60,purchase,No,No,22,2023-02-13
2126,57,Male,Quarterly,87,purchase,No,No,31,2023-02-14
2127,63,Male,Monthly,38,view,No,No,28,2023-02-15
2128,70,Male,Weekly,45,like,No,No,40,2023-02-16
2129,62,Male,Weekly,47,view,No,No,21,2023-02-17
2130,40,Male,Every 3 Months,57,like,No,No,12,2023-02-18
2131,25,Male,Annually,68,like,No,No,33,2023-02-19
2132,19,Male,Fortnightly,52,purchase,No,No,9,2023-02-20
2133,25,Male,Weekly,87,view,No,No,15,2023-02-21
2134,21,Male,Annually,34,like,No,No,13,2023-02-22
2135,55,Male,Fortnightly,41,purchase,No,No,35,2023-02-23
2136,34,Male,Every 3 Months,94,purchase,No,No,1,2023-02-24
2137,47,Male,Fortnightly,93,view,No,No,25,2023-02-25
2138,27,Male,Every 3 Months,51,like,No,No,20,2023-02-26
2139,67,Male,Quarterly,42,view,No,No,36,2023-02-27
2140,40,Male,Weekly,95,purchase,No,No,33,2023-02-28
2141,53,Male,Fortnightly,90,view,No,No,36,2023-03-01
2142,24,Male,Annually,98,like,No,No,32,2023-03-02
2143,47,Male,Quarterly,39,view,No,No,21,2023-03-03
2144,53,Male,Bi-Weekly,66,like,No,No,48,2023-03-04
2145,47,Male,Quarterly,23,like,No,No,25,2023-03-05
2146,38,Male,Annually,73,purchase,No,No,32,2023-03-06
2147,48,Male,Every 3 Months,23,view,No,No,45,2023-03-07
2148,47,Male,Fortnightly,43,like,No,No,4,2023-03-08
2149,19,Male,Bi-Weekly,45,purchase,No,No,19,2023-03-09
2150,38,Male,Weekly,21,purchase,No,No,1,2023-03-10
2151,57,Male,Weekly,40,view,No,No,12,2023-03-11
2152,70,Male,Monthly,58,like,No,No,18,2023-03-12
2153,38,Male,Bi-Weekly,48,view,No,No,43,2023-03-13
2154,35,Male,Annually,94,like,No,No,31,2023-03-14
2155,46,Male,Every 3 Months,74,like,No,No,33,2023-03-15
2156,32,Male,Monthly,51,purchase,No,No,46,2023-03-16
2157,38,Male,Bi-Weekly,83,view,No,No,41,2023-03-17
2158,41,Male,Fortnightly,68,like,No,No,41,2023-03-18
2159,19,Male,Fortnightly,84,purchase,No,No,9,2023-03-19
2160,18,Male,Annually,58,purchase,No,No,34,2023-03-20
2161,45,Male,Annually,92,view,No,No,21,2023-03-21
2162,23,Male,Fortnightly,69,like,No,No,5,2023-03-22
2163,60,Male,Weekly,48,view,No,No,32,2023-03-23
2164,52,Male,Monthly,60,like,No,No,44,2023-03-24
2165,42,Male,Bi-Weekly,20,purchase,No,No,46,2023-03-25
2166,29,Male,Every 3 Months,55,view,No,No,42,2023-03-26
2167,31,Male,Bi-Weekly,88,like,No,No,50,2023-03-27
2168,30,Male,Fortnightly,48,view,No,No,33,2023-03-28
2169,23,Male,Quarterly,74,like,No,No,32,2023-03-29
2170,31,Male,Bi-Weekly,42,like,No,No,32,2023-03-30
2171,40,Male,Every 3 Months,32,purchase,No,No,37,2023-03-31
2172,39,Male,Fortnightly,98,view,No,No,9,2023-04-01
2173,28,Male,Fortnightly,89,like,No,No,6,2023-04-02
2174,23,Male,Quarterly,97,purchase,No,No,36,2023-04-03
2175,42,Male,Annually,49,purchase,No,No,1,2023-04-04
2176,68,Male,Fortnightly,50,view,No,No,48,2023-04-05
2177,24,Male,Quarterly,91,like,No,No,44,2023-04-06
2178,24,Male,Bi-Weekly,93,view,No,No,9,2023-04-07
2179,21,Male,Annually,98,like,No,No,32,2023-04-08
2180,49,Male,Monthly,82,like,No,No,14,2023-04-09
2181,41,Male,Quarterly,37,purchase,No,No,43,2023-04-10
2182,22,Male,Bi-Weekly,63,view,No,No,32,2023-04-11
2183,42,Male,Bi-Weekly,99,like,No,No,26,2023-04-12
2184,30,Male,Monthly,37,purchase,No,No,2,2023-04-13
2185,38,Male,Every 3 Months,34,purchase,No,No,16,2023-04-14
2186,40,Male,Every 3 Months,32,view,No,No,50,2023-04-15
2187,55,Male,Every 3 Months,23,like,No,No,6,2023-04-16
2188,37,Male,Annually,78,view,No,No,20,2023-04-17
2189,41,Male,Weekly,54,like,No,No,9,2023-04-18
2190,38,Male,Bi-Weekly,94,like,No,No,47,2023-04-19
2191,42,Male,Annually,75,purchase,No,No,33,2023-04-20
2192,26,Male,Bi-Weekly,69,view,No,No,46,2023-04-21
2193,41,Male,Monthly,35,like,No,No,9,2023-04-22
2194,27,Male,Monthly,78,purchase,No,No,8,2023-04-23
2195,61,Male,Quarterly,29,purchase,No,No,48,2023-04-24
2196,58,Male,Monthly,62,view,No,No,2,2023-04-25
2197,25,Male,Weekly,58,like,No,No,31,2023-04-26
2198,33,Male,Monthly,88,view,No,No,40,2023-04-27
2199,57,Male,Monthly,80,like,No,No,35,2023-04-28
2200,39,Male,Monthly,47,like,No,No,40,2023-04-29
2201,60,Male,Every 3 Months,51,purchase,No,No,27,2023-04-30
2202,39,Male,Annually,25,view,No,No,10,2023-05-01
2203,42,Male,Weekly,36,like,No,No,23,2023-05-02
2204,53,Male,Quarterly,79,purchase,No,No,32,2023-05-03
2205,20,Male,Monthly,41,purchase,No,No,6,2023-05-04
2206,46,Male,Weekly,68,view,No,No,27,2023-05-05
2207,46,Male,Fortnightly,51,like,No,No,25,2023-05-06
2208,69,Male,Annually,38,view,No,No,11,2023-05-07
2209,28,Male,Monthly,46,like,No,No,23,2023-05-08
2210,42,Male,Quarterly,20,like,No,No,44,2023-05-09
2211,30,Male,Fortnightly,25,purchase,No,No,35,2023-05-10
2212,50,Male,Every 3 Months,89,view,No,No,45,2023-05-11
2213,59,Male,Quarterly,77,like,No,No,22,2023-05-12
2214,54,Male,Quarterly,94,purchase,No,No,18,2023-05-13
2215,50,Male,Weekly,100,purchase,No,No,20,2023-05-14
2216,25,Male,Fortnightly,96,view,No,No,28,2023-05-15
2217,41,Male,Bi-Weekly,36,like,No,No,15,2023-05-16
2218,35,Male,Fortnightly,27,view,No,No,42,2023-05-17
2219,67,Male,Quarterly,67,purchase,No,No,20,2023-05-18
2220,33,Male,Fortnightly,91,view,No,No,16,2023-05-19
2221,19,Male,Annually,62,like,No,No,47,2023-05-20
2222,25,Male,Annually,88,view,No,No,34,2023-05-21
2223,32,Male,Weekly,66,like,No,No,30,2023-05-22
2224,30,Male,Quarterly,65,like,No,No,5,2023-05-23
2225,18,Male,Quarterly,25,purchase,No,No,38,2023-05-24
2226,38,Male,Annually,64,view,No,No,18,2023-05-25
2227,22,Male,Annually,72,like,No,No,28,2023-05-26
2228,40,Male,Fortnightly,74,purchase,No,No,42,2023-05-27
2229,54,Male,Weekly,50,purchase,No,No,5,2023-05-28
2230,70,Male,Monthly,97,view,No,No,50,2023-05-29
2231,52,Male,Fortnightly,36,like,No,No,33,2023-05-30
2232,34,Male,Weekly,49,view,No,No,1,2023-05-31
2233,65,Male,Fortnightly,64,like,No,No,14,2023-06-01
2234,38,Male,Monthly,31,like,No,No,48,2023-06-02
2235,35,Male,Weekly,66,purchase,No,No,26,2023-06-03
2236,40,Male,Annually,82,view,No,No,44,2023-06-04
2237,23,Male,Fortnightly,88,like,No,No,18,2023-06-05
2238,45,Male,Every 3 Months,34,purchase,No,No,31,2023-06-06
2239,40,Male,Weekly,84,purchase,No,No,18,2023-06-07
2240,42,Male,Every 3 Months,96,view,No,No,41,2023-06-08
2241,57,Male,Every 3 Months,71,like,No,No,18,2023-06-09
2242,18,Male,Bi-Weekly,77,view,No,No,3,2023-06-10
2243,18,Male,Bi-Weekly,66,like,No,No,5,2023-06-11
2244,56,Male,Annually,21,like,No,No,13,2023-06-12
2245,35,Male,Annually,37,purchase,No,No,22,2023-06-13
2246,49,Male,Fortnightly,90,view,No,No,45,2023-06-14
2247,49,Male,Every 3 Months,96,like,No,No,39,2023-06-15
2248,34,Male,Annually,37,purchase,No,No,18,2023-06-16
2249,63,Male,Fortnightly,66,purchase,No,No,19,2023-06-17
2250,42,Male,Weekly,45,view,No,No,29,2023-06-18
2251,41,Male,Weekly,89,like,No,No,19,2023-06-19
2252,26,Male,Monthly,94,view,No,No,22,2023-06-20
2253,48,Male,Annually,96,like,No,No,21,2023-06-21
2254,62,Male,Monthly,31,like,No,No,22,2023-06-22
2255,24,Male,Every 3 Months,79,purchase,No,No,44,2023-06-23
2256,48,Male,Quarterly,39,view,No,No,42,2023-06-24
2257,31,Male,Quarterly,22,like,No,No,33,2023-06-25
2258,41,Male,Annually,32,purchase,No,No,6,2023-06-26
2259,24,Male,Every 3 Months,71,purchase,No,No,44,2023-06-27
2260,60,Male,Annually,96,view,No,No,24,2023-06-28
2261,38,Male,Quarterly,82,like,No,No,16,2023-06-29
2262,58,Male,Fortnightly,76,view,No,No,12,2023-06-30
2263,53,Male,Monthly,22,like,No,No,50,2023-07-01
2264,44,Male,Quarterly,40,like,No,No,42,2023-07-02
2265,51,Male,Monthly,92,purchase,No,No,50,2023-07-03
2266,36,Male,Quarterly,94,view,No,No,10,2023-07-04
2267,20,Male,Weekly,44,like,No,No,32,2023-07-05
2268,32,Male,Weekly,49,purchase,No,No,37,2023-07-06
2269,66,Male,Monthly,26,like,No,No,15,2023-07-07
2270,49,Male,Annually,38,like,No,No,27,2023-07-08
2271,27,Male,Weekly,72,purchase,No,No,7,2023-07-09
2272,29,Male,Quarterly,99,view,No,No,49,2023-07-10
2273,29,Male,Monthly,38,like,No,No,44,2023-07-11
2274,55,Male,Bi-Weekly,96,view,No,No,13,2023-07-12
2275,57,Male,Fortnightly,27,like,No,No,38,2023-07-13
2276,29,Male,Weekly,24,like,No,No,10,2023-07-14
2277,31,Male,Weekly,82,purchase,No,No,25,2023-07-15
2278,25,Male,Quarterly,56,view,No,No,18,2023-07-16
2279,61,Male,Every 3 Months,25,like,No,No,6,2023-07-17
2280,53,Male,Quarterly,67,purchase,No,No,35,2023-07-18
2281,22,Male,Fortnightly,21,purchase,No,No,31,2023-07-19
2282,28,Male,Annually,27,view,No,No,41,2023-07-20
2283,18,Male,Annually,97,like,No,No,8,2023-07-21
2284,44,Male,Fortnightly,45,view,No,No,34,2023-07-22
2285,32,Male,Annually,63,like,No,No,20,2023-07-23
2286,34,Male,Every 3 Months,100,purchase,No,No,38,2023-07-24
2287,67,Male,Quarterly,38,view,No,No,35,2023-07-25
2288,66,Male,Annually,45,like,No,No,6,2023-07-26
2289,28,Male,Weekly,91,view,No,No,50,2023-07-27
2290,70,Male,Weekly,82,like,No,No,47,2023-07-28
2291,37,Male,Quarterly,48,like,No,No,23,2023-07-29
2292,28,Male,Quarterly,30,purchase,No,No,13,2023-07-30
2293,43,Male,Monthly,34,view,No,No,31,2023-07-31
2294,37,Male,Every 3 Months,68,like,No,No,16,2023-08-01
2295,54,Male,Annually,95,purchase,No,No,40,2023-08-02
2296,50,Male,Quarterly,22,purchase,No,No,45,2023-08-03
2297,46,Male,Every 3 Months,88,view,No,No,50,2023-08-04
2298,60,Male,Quarterly,83,like,No,No,1,2023-08-05
2299,40,Male,Every 3 Months,87,view,No,No,10,2023-08-06
2300,64,Male,Every 3 Months,57,like,No,No,48,2023-08-07
2301,18,Male,Monthly,88,like,No,No,38,2023-08-08
2302,37,Male,Annually,20,purchase,No,No,21,2023-08-09
2303,36,Male,Monthly,39,view,No,No,38,2023-08-10
2304,51,Male,Fortnightly,71,like,No,No,31,2023-08-11
2305,26,Male,Fortnightly,73,purchase,No,No,9,2023-08-12
